,UniProt ID,Site,Type
62,G3GSX6,286,HexNAc
63,G3GSX6,326,HexNAc
64,G3GSZ1,236,HexNAc
65,G3GSZ1,237,HexNAc
66,G3GSZ1,242,HexNAc
67,G3GTA4,600,HexNAc
68,G3GTA4,336,HexNAc
69,G3GTA4,449,HexNAc
70,G3GTA4,467,HexNAc
71,G3GTA4,523,HexNAc
72,G3GTA4,553,HexNAc
73,G3GTA4,598,HexNAc
74,G3GTC6,306,HexNAc
75,G3GTN0,101,HexNAc
76,G3GTN0,186,HexNAc
77,G3GTN0,660,HexNAc
78,G3GTT2,134,HexNAc
79,G3GTT2,139,HexNAc
80,G3GTT2,98,HexNAc
81,G3GTT2,102,HexNAc
82,G3GTT2,106,HexNAc
83,G3GTT2,114,HexNAc
84,G3GTT2,133,HexNAc
85,G3GTT2,138,HexNAc
86,G3GTT2,141,HexNAc
87,G3GTT2,88,HexNAc
88,G3GTW0,1032,HexNAc
89,G3GTX5,337,HexNAc
90,G3GTX5,546,HexNAc
91,G3GTX5,563,HexNAc
92,G3GTX5,234,HexNAc
93,G3GTX5,336,HexNAc
94,G3GU47,185,HexNAc
95,G3GUK0,52,HexNAc
96,G3GUL9,361,HexNAc
97,G3GUL9,406,HexNAc
98,G3GUM0,255,HexNAc
99,G3GUM0,85,HexNAc
100,G3GUP2,519,HexNAc
101,G3GUP2,524,HexNAc
102,G3GUP2,214,HexNAc
103,G3GUR0,551,HexNAc
104,G3GUR1,31,HexNAc
105,G3GUR1,30,HexNAc
106,G3GUR1,303,HexNAc
107,G3GUR3,107,HexNAc
108,G3GUR3,110,HexNAc
109,G3GUR3,23,HexNAc
110,G3GUS8,356,HexNAc
111,G3GUV6,36,HexNAc
112,G3GUV6,41,HexNAc
113,G3GUV6,46,HexNAc
114,G3GUV6,49,HexNAc
115,G3GUV6,37,HexNAc
116,G3GUV6,70,HexNAc
117,G3GUV6,71,HexNAc
118,G3GUV6,78,HexNAc
119,G3GUV6,81,HexNAc
120,G3GUV6,83,HexNAc
121,G3GUV6,85,HexNAc
122,G3GUX9,318,HexNAc
123,G3GUX9,708,HexNAc
124,G3GVF0,44,HexNAc
125,G3GVF2,100,HexNAc
126,G3GVF2,112,HexNAc
127,G3GVF2,113,HexNAc
128,G3GVF2,86,HexNAc
129,G3GVW0,99,HexNAc
130,G3GW11,413,HexNAc
131,G3GW11,424,HexNAc
132,G3GW33,414,HexNAc
133,G3GW57,101,HexNAc
134,G3GW57,102,HexNAc
135,G3GW63,56,HexNAc
136,G3GW85,202,HexNAc
137,G3GWB3,199,HexNAc
138,G3GWB3,201,HexNAc
139,G3GWB3,241,HexNAc
140,G3GWB3,304,HexNAc
141,G3GWB3,340,HexNAc
142,G3GWB3,243,HexNAc
143,G3GWB3,244,HexNAc
144,G3GWD3,388,HexNAc
145,G3GWD3,390,HexNAc
146,G3GWD3,943,HexNAc
147,G3GWL5,152,HexNAc
148,G3GWL5,153,HexNAc
149,G3GWL5,483,HexNAc
150,G3GWL5,149,HexNAc
151,G3GWL5,530,HexNAc
152,G3GWL5,535,HexNAc
153,G3GWL5,536,HexNAc
154,G3GWP2,95,HexNAc
155,G3GWP2,462,HexNAc
156,G3GWP2,97,HexNAc
157,G3GWU4,150,HexNAc
158,G3GWU4,152,HexNAc
159,G3GWU4,157,HexNAc
160,G3GWV6,582,HexNAc
161,G3GWV6,574,HexNAc
162,G3GWV6,578,HexNAc
163,G3GWV6,594,HexNAc
164,G3GWW0,434,HexNAc
165,G3GX12,647,HexNAc
166,G3GX12,654,HexNAc
167,G3GX12,657,HexNAc
168,G3GX12,667,HexNAc
169,G3GX14,432,HexNAc
170,G3GX14,57,HexNAc
171,G3GX17,31,HexNAc
172,G3GX17,366,HexNAc
173,G3GX17,332,HexNAc
174,G3GX17,339,HexNAc
175,G3GX17,34,HexNAc
176,G3GX53,898,HexNAc
177,G3GX53,899,HexNAc
178,G3GX53,900,HexNAc
179,G3GX53,916,HexNAc
180,G3GX53,892,HexNAc
181,G3GX59,1081,HexNAc
182,G3GX59,545,HexNAc
183,G3GX59,591,HexNAc
184,G3GX59,600,HexNAc
185,G3GX59,603,HexNAc
186,G3GX59,606,HexNAc
187,G3GX59,651,HexNAc
188,G3GX59,919,HexNAc
189,G3GX59,922,HexNAc
190,G3GX59,956,HexNAc
191,G3GX59,962,HexNAc
192,G3GX59,417,HexNAc
193,G3GX59,527,HexNAc
194,G3GX59,814,HexNAc
195,G3GX59,821,HexNAc
196,G3GX59,925,HexNAc
197,G3GX59,934,HexNAc
198,G3GX59,987,HexNAc
199,G3GXS2,160,HexNAc
200,G3GXS2,161,HexNAc
201,G3GXS2,623,HexNAc
202,G3GXS2,277,HexNAc
203,G3GXS2,282,HexNAc
204,G3GXS4,211,HexNAc
205,G3GXT1,13,HexNAc
206,G3GXX3,24,HexNAc
207,G3GXX3,30,HexNAc
208,G3GXX4,199,HexNAc
209,G3GXX7,56,HexNAc
210,G3GXX7,57,HexNAc
211,G3GY05,469,HexNAc
212,G3GY05,470,HexNAc
213,G3GY05,439,HexNAc
214,G3GY05,453,HexNAc
215,G3GY05,455,HexNAc
216,G3GY86,46,HexNAc
217,G3GYB0,24,HexNAc
218,G3GYB9,352,HexNAc
219,G3GYB9,365,HexNAc
220,G3GYB9,368,HexNAc
221,G3GYE2,898,HexNAc
222,G3GYW8,57,HexNAc
223,G3GYZ1,168,HexNAc
224,G3GYZ1,308,HexNAc
225,G3GYZ1,312,HexNAc
226,G3GYZ1,313,HexNAc
227,G3GYZ1,331,HexNAc
228,G3GYZ1,337,HexNAc
229,G3GYZ1,389,HexNAc
230,G3GYZ1,167,HexNAc
231,G3GYZ1,175,HexNAc
232,G3GYZ1,179,HexNAc
233,G3GYZ1,183,HexNAc
234,G3GYZ1,306,HexNAc
235,G3GYZ1,307,HexNAc
236,G3GYZ1,314,HexNAc
237,G3GYZ1,329,HexNAc
238,G3GYZ1,330,HexNAc
239,G3GYZ1,336,HexNAc
240,G3GYZ1,352,HexNAc
241,G3GYZ1,356,HexNAc
242,G3GYZ1,362,HexNAc
243,G3GYZ1,365,HexNAc
244,G3GYZ1,394,HexNAc
245,G3GYZ1,396,HexNAc
246,G3GZ90,625,HexNAc
247,G3GZ90,751,HexNAc
248,G3GZA9,107,HexNAc
249,G3GZK4,468,HexNAc
250,G3GZK4,647,HexNAc
251,G3GZP3,669,HexNAc
252,G3GZT3,461,HexNAc
253,G3GZT3,82,HexNAc
254,G3GZW7,54,HexNAc
255,G3GZW7,61,HexNAc
256,G3GZW7,42,HexNAc
257,G3H007,67,HexNAc
258,G3H007,27,HexNAc
259,G3H007,57,HexNAc
260,G3H007,63,HexNAc
261,G3H092,113,HexNAc
262,G3H092,123,HexNAc
263,G3H092,124,HexNAc
264,G3H092,392,HexNAc
265,G3H092,410,HexNAc
266,G3H092,412,HexNAc
267,G3H092,454,HexNAc
268,G3H092,461,HexNAc
269,G3H092,110,HexNAc
270,G3H092,323,HexNAc
271,G3H092,343,HexNAc
272,G3H092,347,HexNAc
273,G3H092,348,HexNAc
274,G3H092,355,HexNAc
275,G3H092,356,HexNAc
276,G3H092,358,HexNAc
277,G3H092,400,HexNAc
278,G3H092,404,HexNAc
279,G3H092,405,HexNAc
280,G3H092,409,HexNAc
281,G3H092,443,HexNAc
282,G3H092,448,HexNAc
283,G3H092,455,HexNAc
284,G3H092,460,HexNAc
285,G3H092,514,HexNAc
286,G3H092,598,HexNAc
287,G3H092,89,HexNAc
288,G3H097,372,HexNAc
289,G3H0D2,220,HexNAc
290,G3H0E4,1764,HexNAc
291,G3H0E4,1839,HexNAc
292,G3H0E4,2171,HexNAc
293,G3H0E4,2173,HexNAc
294,G3H0E4,2204,HexNAc
295,G3H0E4,2205,HexNAc
296,G3H0E4,1536,HexNAc
297,G3H0E4,1753,HexNAc
298,G3H0E4,1757,HexNAc
299,G3H0E4,1809,HexNAc
300,G3H0E4,2163,HexNAc
301,G3H0E4,2185,HexNAc
302,G3H0E4,2187,HexNAc
303,G3H0E4,2194,HexNAc
304,G3H0E4,2196,HexNAc
305,G3H0E4,2209,HexNAc
306,G3H0N9,143,HexNAc
307,G3H0T4,183,HexNAc
308,G3H0T4,217,HexNAc
309,G3H0T4,218,HexNAc
310,G3H0T4,303,HexNAc
311,G3H0T4,343,HexNAc
312,G3H0T4,351,HexNAc
313,G3H0T4,54,HexNAc
314,G3H0T4,180,HexNAc
315,G3H0T4,323,HexNAc
316,G3H0T4,325,HexNAc
317,G3H0T4,330,HexNAc
318,G3H0U6,364,HexNAc
319,G3H0U6,108,HexNAc
320,G3H0U6,140,HexNAc
321,G3H0U6,23,HexNAc
322,G3H0U6,241,HexNAc
323,G3H0U6,358,HexNAc
324,G3H0U6,424,HexNAc
325,G3H0U6,425,HexNAc
326,G3H0U9,378,HexNAc
327,G3H158,55,HexNAc
328,G3H162,76,HexNAc
329,G3H177,70,HexNAc
330,G3H177,47,HexNAc
331,G3H1D5,274,HexNAc
332,G3H1D5,277,HexNAc
333,G3H1K7,47,HexNAc
334,G3H1P2,548,HexNAc
335,G3H1P2,549,HexNAc
336,G3H1Q9,364,HexNAc
337,G3H1R3,290,HexNAc
338,G3H1S2,1022,HexNAc
339,G3H1W4,340,HexNAc
340,G3H209,74,HexNAc
341,G3H209,78,HexNAc
342,G3H2C6,351,HexNAc
343,G3H2C6,352,HexNAc
344,G3H2C6,354,HexNAc
345,G3H2C6,402,HexNAc
346,G3H2C6,355,HexNAc
347,G3H2L7,422,HexNAc
348,G3H2L7,426,HexNAc
349,G3H2M9,32,HexNAc
350,G3H2N6,741,HexNAc
351,G3H2P1,11,HexNAc
352,G3H2W6,157,HexNAc
353,G3H2W6,162,HexNAc
354,G3H2W6,52,HexNAc
355,G3H2W6,68,HexNAc
356,G3H2W6,72,HexNAc
357,G3H2W6,99,HexNAc
358,G3H2W6,111,HexNAc
359,G3H2W6,548,HexNAc
360,G3H2W6,56,HexNAc
361,G3H2W6,67,HexNAc
362,G3H2W8,212,HexNAc
363,G3H2W8,222,HexNAc
364,G3H2W8,265,HexNAc
365,G3H2W8,626,HexNAc
366,G3H2W8,628,HexNAc
367,G3H330,5,HexNAc
368,G3H332,34,HexNAc
369,G3H332,60,HexNAc
370,G3H332,63,HexNAc
371,G3H3C8,266,HexNAc
372,G3H3C8,267,HexNAc
373,G3H3E2,45,HexNAc
374,G3H3E3,192,HexNAc
375,G3H3E3,336,HexNAc
376,G3H3E3,340,HexNAc
377,G3H3E4,435,HexNAc
378,G3H3E4,442,HexNAc
379,G3H3I9,107,HexNAc
380,G3H3I9,101,HexNAc
381,G3H3I9,102,HexNAc
382,G3H3Q1,36,HexNAc
383,G3H3S0,44,HexNAc
384,G3H3S0,59,HexNAc
385,G3H3S0,61,HexNAc
386,G3H3S0,249,HexNAc
387,G3H3S0,56,HexNAc
388,G3H444,38,HexNAc
389,G3H444,42,HexNAc
390,G3H444,32,HexNAc
391,G3H444,37,HexNAc
392,G3H444,39,HexNAc
393,G3H444,40,HexNAc
394,G3H497,394,HexNAc
395,G3H4A9,32,HexNAc
396,G3H4A9,33,HexNAc
397,G3H4C2,524,HexNAc
398,G3H4D2,668,HexNAc
399,G3H4D2,910,HexNAc
400,G3H4S3,386,HexNAc
401,G3H4T5,270,HexNAc
402,G3H4T5,732,HexNAc
403,G3H4T5,733,HexNAc
404,G3H4T5,745,HexNAc
405,G3H4T5,322,HexNAc
406,G3H4T5,595,HexNAc
407,G3H4T5,735,HexNAc
408,G3H4T5,738,HexNAc
409,G3H4X7,35,HexNAc
410,G3H533,31,HexNAc
411,G3H559,42,HexNAc
412,G3H559,80,HexNAc
413,G3H565,375,HexNAc
414,G3H574,401,HexNAc
415,G3H584,132,HexNAc
416,G3H593,242,HexNAc
417,G3H678,672,HexNAc
418,G3H678,675,HexNAc
419,G3H678,685,HexNAc
420,G3H678,690,HexNAc
421,G3H678,697,HexNAc
422,G3H678,729,HexNAc
423,G3H678,587,HexNAc
424,G3H678,588,HexNAc
425,G3H678,660,HexNAc
426,G3H678,687,HexNAc
427,G3H678,694,HexNAc
428,G3H678,717,HexNAc
429,G3H678,720,HexNAc
430,G3H678,768,HexNAc
431,G3H697,293,HexNAc
432,G3H697,266,HexNAc
433,G3H697,287,HexNAc
434,G3H697,522,HexNAc
435,G3H697,523,HexNAc
436,G3H6B1,93,HexNAc
437,G3H6B1,97,HexNAc
438,G3H6B5,834,HexNAc
439,G3H6D3,112,HexNAc
440,G3H6D3,116,HexNAc
441,G3H6L8,690,HexNAc
442,G3H6X9,71,HexNAc
443,G3H6Z7,444,HexNAc
444,G3H748,506,HexNAc
445,G3H748,507,HexNAc
446,G3H748,509,HexNAc
447,G3H748,508,HexNAc
448,G3H759,18,HexNAc
449,G3H7D4,256,HexNAc
450,G3H7D4,258,HexNAc
451,G3H7D4,262,HexNAc
452,G3H7D4,263,HexNAc
453,G3H7H4,5,HexNAc
454,G3H7I6,381,HexNAc
455,G3H7I6,474,HexNAc
456,G3H7I6,477,HexNAc
457,G3H7I6,171,HexNAc
458,G3H7I6,172,HexNAc
459,G3H7I6,177,HexNAc
460,G3H7I6,440,HexNAc
461,G3H7I6,462,HexNAc
462,G3H7I6,475,HexNAc
463,G3H7I6,481,HexNAc
464,G3H7I6,500,HexNAc
465,G3H7I6,515,HexNAc
466,G3H7I6,519,HexNAc
467,G3H7I6,534,HexNAc
468,G3H7L5,619,HexNAc
469,G3H7L5,278,HexNAc
470,G3H7L5,468,HexNAc
471,G3H7L5,469,HexNAc
472,G3H7L5,546,HexNAc
473,G3H7L5,554,HexNAc
474,G3H7L5,626,HexNAc
475,G3H7L5,634,HexNAc
476,G3H7V0,137,HexNAc
477,G3H7V0,149,HexNAc
478,G3H827,563,HexNAc
479,G3H8A4,241,HexNAc
480,G3H8C4,44,HexNAc
481,G3H8C9,717,HexNAc
482,G3H8F4,31,HexNAc
483,G3H8F4,389,HexNAc
484,G3H8F4,428,HexNAc
485,G3H8F4,436,HexNAc
486,G3H8F4,47,HexNAc
487,G3H8F4,483,HexNAc
488,G3H8F4,50,HexNAc
489,G3H8F4,53,HexNAc
490,G3H8F4,723,HexNAc
491,G3H8F4,727,HexNAc
492,G3H8F4,365,HexNAc
493,G3H8F4,367,HexNAc
494,G3H8F4,368,HexNAc
495,G3H8F4,377,HexNAc
496,G3H8F4,379,HexNAc
497,G3H8F4,386,HexNAc
498,G3H8F4,429,HexNAc
499,G3H8F4,434,HexNAc
500,G3H8F4,461,HexNAc
501,G3H8F4,462,HexNAc
502,G3H8F4,467,HexNAc
503,G3H8F4,480,HexNAc
504,G3H8F4,481,HexNAc
505,G3H8F4,482,HexNAc
506,G3H8F4,58,HexNAc
507,G3H8F4,61,HexNAc
508,G3H8F4,706,HexNAc
509,G3H8F4,726,HexNAc
510,G3H8F4,732,HexNAc
511,G3H8F4,82,HexNAc
512,G3H8G1,225,HexNAc
513,G3H8S2,87,HexNAc
514,G3H8S2,99,HexNAc
515,G3H8V4,483,HexNAc
516,G3H8V4,489,HexNAc
517,G3H8V4,484,HexNAc
518,G3H8V5,456,HexNAc
519,G3H902,136,HexNAc
520,G3H902,159,HexNAc
521,G3H910,129,HexNAc
522,G3H910,168,HexNAc
523,G3H910,139,HexNAc
524,G3H910,197,HexNAc
525,G3H910,583,HexNAc
526,G3H9I9,572,HexNAc
527,G3H9N6,194,HexNAc
528,G3H9N6,197,HexNAc
529,G3H9Q1,157,HexNAc
530,G3H9Q6,235,HexNAc
531,G3H9Q6,247,HexNAc
532,G3H9Q6,220,HexNAc
533,G3H9Q6,242,HexNAc
534,G3H9Q6,28,HexNAc
535,G3H9U6,114,HexNAc
536,G3H9U6,116,HexNAc
537,G3H9U6,167,HexNAc
538,G3H9U6,196,HexNAc
539,G3H9U6,198,HexNAc
540,G3H9U6,94,HexNAc
541,G3H9U6,156,HexNAc
542,G3H9U6,197,HexNAc
543,G3H9U6,69,HexNAc
544,G3H9U6,81,HexNAc
545,G3HA21,59,HexNAc
546,G3HA24,53,HexNAc
547,G3HA51,193,HexNAc
548,G3HA51,309,HexNAc
549,G3HA80,101,HexNAc
550,G3HA80,49,HexNAc
551,G3HA80,50,HexNAc
552,G3HA80,51,HexNAc
553,G3HAD2,4,HexNAc
554,G3HAF1,45,HexNAc
555,G3HAF1,55,HexNAc
556,G3HAI3,325,HexNAc
557,G3HAM3,272,HexNAc
558,G3HAQ2,231,HexNAc
559,G3HAQ9,116,HexNAc
560,G3HAQ9,117,HexNAc
561,G3HAT8,23,HexNAc
562,G3HAT8,33,HexNAc
563,G3HAT8,31,HexNAc
564,G3HAT8,42,HexNAc
565,G3HB04,21,HexNAc
566,G3HB53,92,HexNAc
567,G3HB74,681,HexNAc
568,G3HBD6,126,HexNAc
569,G3HBI1,1345,HexNAc
570,G3HBI1,232,HexNAc
571,G3HBI1,246,HexNAc
572,G3HBI1,325,HexNAc
573,G3HBI1,563,HexNAc
574,G3HBI9,90,HexNAc
575,G3HBI9,96,HexNAc
576,G3HBP3,220,HexNAc
577,G3HBP3,243,HexNAc
578,G3HBP3,244,HexNAc
579,G3HBX0,235,HexNAc
580,G3HBX0,272,HexNAc
581,G3HBX0,280,HexNAc
582,G3HBX0,293,HexNAc
583,G3HBX0,225,HexNAc
584,G3HBX0,228,HexNAc
585,G3HBX0,275,HexNAc
586,G3HBX0,277,HexNAc
587,G3HBX0,278,HexNAc
588,G3HBX0,292,HexNAc
589,G3HBY2,141,HexNAc
590,G3HBY2,143,HexNAc
591,G3HBY2,35,HexNAc
592,G3HC06,26,HexNAc
593,G3HC56,152,HexNAc
594,G3HC57,17,HexNAc
595,G3HC59,170,HexNAc
596,G3HC59,35,HexNAc
597,G3HC70,366,HexNAc
598,G3HC70,527,HexNAc
599,G3HC91,52,HexNAc
600,G3HC91,53,HexNAc
601,G3HCD5,203,HexNAc
602,G3HCD5,204,HexNAc
603,G3HCD5,208,HexNAc
604,G3HCE4,274,HexNAc
605,G3HCE4,408,HexNAc
606,G3HCE4,78,HexNAc
607,G3HCE4,80,HexNAc
608,G3HCH0,43,HexNAc
609,G3HCH0,29,HexNAc
610,G3HCH0,30,HexNAc
611,G3HCL3,137,HexNAc
612,G3HCL3,138,HexNAc
613,G3HCL3,106,HexNAc
614,G3HCL3,109,HexNAc
615,G3HCL3,133,HexNAc
616,G3HCL7,198,HexNAc
617,G3HCL7,163,HexNAc
618,G3HCL7,170,HexNAc
619,G3HCL7,199,HexNAc
620,G3HCL7,209,HexNAc
621,G3HCV1,59,HexNAc
622,G3HCV1,60,HexNAc
623,G3HCX3,360,HexNAc
624,G3HD30,654,HexNAc
625,G3HD97,293,HexNAc
626,G3HD97,160,HexNAc
627,G3HD97,234,HexNAc
628,G3HD97,303,HexNAc
629,G3HDA3,92,HexNAc
630,G3HDA3,93,HexNAc
631,G3HDA3,95,HexNAc
632,G3HDL3,384,HexNAc
633,G3HDM0,672,HexNAc
634,G3HDM0,603,HexNAc
635,G3HDM0,607,HexNAc
636,G3HE84,140,HexNAc
637,G3HED0,118,HexNAc
638,G3HEI6,241,HexNAc
639,G3HEI6,300,HexNAc
640,G3HEI6,301,HexNAc
641,G3HEI6,368,HexNAc
642,G3HEI6,369,HexNAc
643,G3HEI6,376,HexNAc
644,G3HEJ4,820,HexNAc
645,G3HEJ4,420,HexNAc
646,G3HEJ4,817,HexNAc
647,G3HEJ5,47,HexNAc
648,G3HES5,379,HexNAc
649,G3HET2,15,HexNAc
650,G3HEV3,293,HexNAc
651,G3HEV3,335,HexNAc
652,G3HEV3,338,HexNAc
653,G3HEV3,508,HexNAc
654,G3HEV3,527,HexNAc
655,G3HEV3,254,HexNAc
656,G3HEV3,260,HexNAc
657,G3HEV3,262,HexNAc
658,G3HEV3,266,HexNAc
659,G3HEV3,268,HexNAc
660,G3HEV3,330,HexNAc
661,G3HEV3,332,HexNAc
662,G3HEV3,336,HexNAc
663,G3HEV3,526,HexNAc
664,G3HEV3,806,HexNAc
665,G3HEY8,23,HexNAc
666,G3HEY8,52,HexNAc
667,G3HF44,82,HexNAc
668,G3HFC7,270,HexNAc
669,G3HFC7,271,HexNAc
670,G3HFG1,55,HexNAc
671,G3HFG1,62,HexNAc
672,G3HFJ0,106,HexNAc
673,G3HFJ0,326,HexNAc
674,G3HFJ8,531,HexNAc
675,G3HFJ8,683,HexNAc
676,G3HFJ8,928,HexNAc
677,G3HFL2,323,HexNAc
678,G3HFL2,324,HexNAc
679,G3HFR1,149,HexNAc
680,G3HFS5,355,HexNAc
681,G3HFV4,369,HexNAc
682,G3HFY6,174,HexNAc
683,G3HG25,1086,HexNAc
684,G3HG25,1091,HexNAc
685,G3HG25,588,HexNAc
686,G3HG60,392,HexNAc
687,G3HG60,396,HexNAc
688,G3HG60,397,HexNAc
689,G3HG87,306,HexNAc
690,G3HG95,24,HexNAc
691,G3HGH8,305,HexNAc
692,G3HGL6,25,HexNAc
693,G3HGM6,126,HexNAc
694,G3HGM6,134,HexNAc
695,G3HGM6,149,HexNAc
696,G3HGM6,150,HexNAc
697,G3HGW6,3699,HexNAc
698,G3HGW6,1296,HexNAc
699,G3HGW6,3237,HexNAc
700,G3HGW6,3649,HexNAc
701,G3HGY3,212,HexNAc
702,G3HH34,37,HexNAc
703,G3HH34,38,HexNAc
704,G3HH34,975,HexNAc
705,G3HH75,364,HexNAc
706,G3HHQ3,486,HexNAc
707,G3HHQ3,492,HexNAc
708,G3HHV4,416,HexNAc
709,G3HHW0,501,HexNAc
710,G3HHX0,570,HexNAc
711,G3HHY6,1246,HexNAc
712,G3HI57,177,HexNAc
713,G3HID0,27,HexNAc
714,G3HID0,28,HexNAc
715,G3HID0,146,HexNAc
716,G3HID0,52,HexNAc
717,G3HID0,65,HexNAc
718,G3HII0,166,HexNAc
719,G3HII0,167,HexNAc
720,G3HII0,175,HexNAc
721,G3HII0,178,HexNAc
722,G3HII0,168,HexNAc
723,G3HII0,180,HexNAc
724,G3HII2,834,HexNAc
725,G3HIM1,1061,HexNAc
726,G3HIM1,1064,HexNAc
727,G3HIM1,1449,HexNAc
728,G3HIM1,1451,HexNAc
729,G3HIM1,1541,HexNAc
730,G3HIM1,1545,HexNAc
731,G3HIM1,1549,HexNAc
732,G3HIM1,2227,HexNAc
733,G3HIM1,605,HexNAc
734,G3HIM1,971,HexNAc
735,G3HIM1,1066,HexNAc
736,G3HIM1,1069,HexNAc
737,G3HIM1,2226,HexNAc
738,G3HIM1,2521,HexNAc
739,G3HIM1,817,HexNAc
740,G3HIM1,886,HexNAc
741,G3HIM1,893,HexNAc
742,G3HIM1,969,HexNAc
743,G3HIT7,1721,HexNAc
744,G3HIT7,1722,HexNAc
745,G3HJ24,44,HexNAc
746,G3HJ76,1082,HexNAc
747,G3HJ76,1186,HexNAc
748,G3HJ76,1184,HexNAc
749,G3HJ76,1199,HexNAc
750,G3HJJ2,11,HexNAc
751,G3HJS1,87,HexNAc
752,G3HJS1,86,HexNAc
753,G3HJS1,88,HexNAc
754,G3HJW4,786,HexNAc
755,G3HJY0,20,HexNAc
756,G3HKD2,139,HexNAc
757,G3HKD2,144,HexNAc
758,G3HKI7,400,HexNAc
759,G3HKP7,81,HexNAc
760,G3HKP7,82,HexNAc
761,G3HKP7,86,HexNAc
762,G3HKQ7,1066,HexNAc
763,G3HKX9,64,HexNAc
764,G3HKX9,71,HexNAc
765,G3HL33,153,HexNAc
766,G3HL69,251,HexNAc
767,G3HL69,255,HexNAc
768,G3HL69,256,HexNAc
769,G3HL69,296,HexNAc
770,G3HL69,298,HexNAc
771,G3HL69,252,HexNAc
772,G3HL69,263,HexNAc
773,G3HL69,278,HexNAc
774,G3HL69,305,HexNAc
775,G3HLK3,584,HexNAc
776,G3HLR5,302,HexNAc
777,G3HLR8,118,HexNAc
778,G3HLR8,115,HexNAc
779,G3HLT3,105,HexNAc
780,G3HLT3,121,HexNAc
781,G3HLT3,123,HexNAc
782,G3HLT3,130,HexNAc
783,G3HLT3,28,HexNAc
784,G3HLV1,34,HexNAc
785,G3HLV1,36,HexNAc
786,G3HLW5,191,HexNAc
787,G3HMB2,71,HexNAc
788,G3HMB2,72,HexNAc
789,G3HMG4,250,HexNAc
790,G3HMG4,259,HexNAc
791,G3HMG4,33,HexNAc
792,G3HMG4,330,HexNAc
793,G3HMG4,15,HexNAc
794,G3HMG4,16,HexNAc
795,G3HMG4,263,HexNAc
796,G3HMG4,29,HexNAc
797,G3HMG4,30,HexNAc
798,G3HMG4,314,HexNAc
799,G3HMG4,315,HexNAc
800,G3HMG4,322,HexNAc
801,G3HMG4,326,HexNAc
802,G3HMG4,34,HexNAc
803,G3HMG4,44,HexNAc
804,G3HMM0,457,HexNAc
805,G3HMM0,1052,HexNAc
806,G3HMM0,499,HexNAc
807,G3HMM0,601,HexNAc
808,G3HMQ0,523,HexNAc
809,G3HMZ7,35,HexNAc
810,G3HMZ7,54,HexNAc
811,G3HN22,545,HexNAc
812,G3HN56,41,HexNAc
813,G3HN56,43,HexNAc
814,G3HN56,47,HexNAc
815,G3HN56,51,HexNAc
816,G3HN56,57,HexNAc
817,G3HN56,58,HexNAc
818,G3HN56,64,HexNAc
819,G3HN56,84,HexNAc
820,G3HN56,55,HexNAc
821,G3HN72,6788,HexNAc
822,G3HNB8,145,HexNAc
823,G3HNB8,148,HexNAc
824,G3HNE2,2,HexNAc
825,G3HNE2,3,HexNAc
826,G3HNJ3,34,HexNAc
827,G3HNJ3,38,HexNAc
828,G3HNJ3,398,HexNAc
829,G3HNJ3,180,HexNAc
830,G3HNJ3,196,HexNAc
831,G3HNJ3,35,HexNAc
832,G3HNJ3,386,HexNAc
833,G3HNJ3,388,HexNAc
